username,TH,total_problems,total_assignments,avg_duration,avg_score_status,avg_submissions
00b6dd4fc7eb817e03708c532016ef30ce564a61,5,0.3216783216783216,0.3043478260869565,0.3173242630385487,0.8095238095238095,3.1956521739130435
00bef8afee8f3c595d535c9c03c490cac1a4f021,8.5,0.5454545454545454,0.391304347826087,0.8918082368082367,0.806949806949807,3.3205128205128207
01122b3ef7e59b84189e65985305f575d6bdf83c,7,0.4615384615384615,0.3043478260869565,0.6754102564102564,0.8974358974358975,2.9545454545454546
013de369c439ab0ead8aa7da64423aa395a8be39,10,0.3636363636363636,0.3478260869565217,0.0511214953271028,0.8785046728971962,2.0576923076923075
014c59c6433fd764a0b08de6ffeb757eaf60aa73,6,0.6293706293706294,0.391304347826087,0.8951046901172529,0.7738693467336684,2.2111111111111112
0155f91fe242fe55e1af631b0f0afbe9938b185c,7.5,0.3216783216783216,0.3478260869565217,0.1468063314711359,0.770949720670391,3.891304347826087
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,8,0.5454545454545454,0.4347826086956521,0.7439087301587302,0.8406593406593407,4.666666666666667
017ec1bbad0d598e5a86ac3bd595b870b6456e61,8.5,0.6363636363636364,0.4782608695652174,0.1015698267074413,0.8807339449541285,2.3956043956043955
01ad03ec301749c033155fc17e657cc767d447c8,7.5,0.5034965034965035,0.5217391304347826,1.5452531775317753,0.8044280442804428,3.763888888888889
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,5.5,0.4335664335664335,0.3043478260869565,0.2962730158730158,0.8514285714285714,2.8225806451612905
020f253c343856ea875e959023e79fb1d4d9c0a3,10,0.0139860139860139,0.0434782608695652,0.0356481481481481,1.0,1.5
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,8.5,0.3496503496503496,0.3478260869565217,0.1751078748651564,0.8883495145631068,4.12
024af5e4f76c23e7f08616c60e595453e538a1ba,9,0.6293706293706294,0.3478260869565217,0.2432574786324786,0.8,2.888888888888889
0297fd76b36e100882756e636bb03031255f57da,5.5,0.3356643356643357,0.2608695652173913,0.422079248366013,0.9154411764705882,5.666666666666667
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,5,0.4965034965034965,0.217391304347826,0.4769052102950408,0.9322033898305084,2.492957746478873
02f8a629f1a01a476de3944da2860d1c107f1b28,7.5,0.7272727272727273,0.6956521739130435,0.6366009557945042,0.7978494623655914,4.471153846153846
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,7.5,0.4125874125874126,0.217391304347826,0.2868735632183908,0.9241379310344828,2.457627118644068
0306a80129ed6d5afadece8164929697bbbdea69,6.5,0.1188811188811188,0.3043478260869565,0.265500730994152,0.881578947368421,4.470588235294118
0341249377940c004d0823408ace7cddbddbc923,9,0.4965034965034965,0.4782608695652174,0.4172439531368103,0.8809523809523809,4.140845070422535
0367f82909c46a900501cc32d02b913923f75314,10,0.0209790209790209,0.0434782608695652,0.0955787037037037,1.0,4.0
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,7.5,0.3706293706293706,0.217391304347826,0.7027107843137255,0.7823529411764706,3.207547169811321
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,8,0.1468531468531468,0.3043478260869565,0.7956746031746031,0.9428571428571428,1.6666666666666667
045792bbf5167d31c0064c8520d189a09f276502,8,0.4965034965034965,0.217391304347826,0.889492471443406,0.794392523364486,3.014084507042253
04d32bf7b10a238244d3e1acc3bcf53a449daf99,5,0.7202797202797203,0.3478260869565217,0.4635150891632373,0.8419753086419753,3.932038834951456
04fea422f4b51279771239f896f7acb7224a2def,10,0.7692307692307693,0.217391304347826,0.3150705828779599,0.7418032786885246,2.2181818181818183
04feabadb3e2d863eded075f541be8ff78d50474,7.5,0.5664335664335665,0.5217391304347826,0.8280862646566164,0.8743718592964824,2.45679012345679
052039d5c5915699359b1d549b36ea69330c0ac3,6.5,0.2657342657342657,0.3043478260869565,0.1272327707454289,0.6455696202531646,4.157894736842105
05203b8a827f60a7cbb49a7d04a0b45dae39fa8d,9.5,0.7902097902097902,0.4782608695652174,0.3786202905491699,0.7959770114942529,6.15929203539823
05218d5a6d67f5c1d6305dffb907e940260304c1,8.5,0.7272727272727273,0.2608695652173913,0.2450113378684807,0.8629737609329446,3.298076923076923
0538762f44e8dfb07dc26c8c771f06080b9b2dee,5,0.2867132867132867,0.2608695652173913,0.8296481481481481,0.8583333333333333,2.926829268292683
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,4.5,0.2097902097902098,0.3043478260869565,0.2718670886075949,0.879746835443038,5.266666666666667
0577e3c1b0a6df46c7fef07f400b42811cc77250,8,0.7482517482517482,0.4782608695652174,0.8085599415204678,0.8588516746411483,3.906542056074767
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,5.5,0.1538461538461538,0.391304347826087,0.6074322493224933,0.975609756097561,1.8636363636363635
05b134c1a682085880fb7ce76d221a48955e5b8a,10,0.3846153846153846,0.391304347826087,0.3030035460992907,0.7191489361702128,4.2727272727272725
05b7c7d664702d3677ddbf5a03e976e24b16544c,6.5,0.4475524475524475,0.1739130434782608,0.0549417831004657,0.6407185628742516,2.609375
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,9.5,0.3846153846153846,0.391304347826087,0.4492505539727762,0.7350427350427351,6.381818181818182
05f7b04136abf33daf80973c0942a91751222e1e,4.5,0.7622377622377622,0.3043478260869565,0.3879889538661468,0.8362573099415205,1.5688073394495412
0601ede7fba3727ac6cae3653b12cebafea42863,9.5,0.6013986013986014,0.217391304347826,0.2550211864406779,0.8601694915254238,2.744186046511628
0603b8a222e368a7727190b2883c7ad7b96ce5ac,8.5,0.4475524475524475,0.1739130434782608,0.4183559168925023,0.7439024390243902,3.84375
061a128e882272cd17340c8feb637cd0ff9e5dbf,8.5,0.5524475524475524,0.5652173913043478,0.5366980056980057,0.8358974358974359,2.4683544303797467
062e8c58d3f85428aeed19095d12dcab6806f2ac,7.5,0.3986013986013986,0.391304347826087,0.3647912992357437,0.8201058201058201,3.3157894736842106
063c339a318b967ec77cd523f9ae4c62a7afa083,6,0.4615384615384615,0.391304347826087,0.8991835317460317,0.6821428571428572,4.242424242424242
06490d06037ae75484a0a36a7a46e126b0b49495,9.5,0.5524475524475524,0.2608695652173913,0.2096170442286947,0.8106796116504854,2.607594936708861
0659d0431565eaacdc601973560ee8331f910947,8.5,0.5524475524475524,0.391304347826087,1.0765409446143392,0.7217125382262997,4.139240506329114
06b43a9d40f16603a72a6333318a5086b7bb7e12,9.5,0.6363636363636364,0.4347826086956521,0.5980746779388083,0.8297101449275363,3.032967032967033
070671333adf94dadc433fcafc872c6301dd0744,4,0.3846153846153846,0.3478260869565217,0.1691736990154711,0.6329113924050633,2.872727272727273
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,8.5,0.6923076923076923,0.4347826086956521,0.5002906448683015,0.7193460490463215,3.707070707070707
076cc92aff4d582b4b87ff0d111496e4a646b12b,8.5,0.4895104895104895,0.217391304347826,0.4818086766541823,0.8033707865168539,2.5428571428571427
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,6,0.3986013986013986,0.1739130434782608,0.3275176621708413,0.7976878612716763,3.0350877192982457
0799ab89dacde8042474f7bfe75a739fd151b73d,5.5,0.1398601398601398,0.3043478260869565,0.2929985754985755,0.8461538461538461,1.95
080df7c3716ee6b773c346c67056400fc235ffec,8,0.5874125874125874,0.6086956521739131,0.8193396825396826,0.8857142857142857,2.083333333333333
081cbf0e54173c1b4c90be93a514521bc9c710fb,8,0.1258741258741259,0.3043478260869565,0.1401111111111111,1.0,1.3888888888888888
081f6737145108d2cfb3e432f03d59670bae3ded,8.5,0.3076923076923077,0.3043478260869565,0.6445810712993123,0.7882736156351792,6.977272727272728
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,4,0.1398601398601398,0.217391304347826,0.3580195473251028,0.8888888888888888,2.7
08399013cfa671c37b50b71ef25f1b2fd606c009,9.5,0.7202797202797203,0.5217391304347826,0.6370760233918129,0.8304093567251462,3.320388349514563
08838c74dc4154d8f49b1408d27fb46ccb92d329,2.5,0.3776223776223776,0.4347826086956521,1.141968992248062,0.7674418604651163,3.9814814814814814
08b8ccf18df77b125fb5306e9ffb55ad284e1872,8,0.1748251748251748,0.391304347826087,0.2225871459694988,0.9411764705882352,2.04
091ed1fe8fc042e202205f09f3d49a065c0f4da2,9.5,0.1958041958041958,0.3478260869565217,0.3651782752902155,0.9253731343283582,2.392857142857143
092370bceb84374c83ca09e8d8f93c837d923bc7,9.5,0.4615384615384615,0.391304347826087,0.6129475308641976,0.9212962962962964,3.272727272727273
09cbbae64d03af8ca53224aaef7657171ba27f50,9,0.1398601398601398,0.1739130434782608,0.7811015325670498,0.9655172413793104,1.45
09cbe188b9d1e965edf6c1c46a96b9306ec2f329,9,0.7272727272727273,0.4347826086956521,0.7845252976190475,0.5553571428571429,5.384615384615385
0a2c78cee9afdc522c5f0fae46937138f47b152b,5,0.1538461538461538,0.0869565217391304,0.6289822048611111,0.4921875,5.818181818181818
0a99205e11c0c6d86b348a926f693d6529e0210f,8,0.1328671328671328,0.3478260869565217,0.3705336257309941,0.6578947368421053,4.0
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,7.5,0.4335664335664335,0.3478260869565217,0.670486409155937,0.9141630901287554,3.758064516129033
0aad9682c3c4280eb05dbd27e6cab55f4b1ae4b4,9,0.0629370629370629,0.0869565217391304,0.0566975308641975,0.7222222222222222,2.0
0ac20d28419a43394bc94b257c7aab70e87f1675,7.5,0.3566433566433566,0.3043478260869565,0.4704733085040347,0.7653631284916201,3.5098039215686274
0aee33404db5dc946de8c70be37c6e82582885c6,10,0.3986013986013986,0.3478260869565217,0.0923747723132969,0.7827868852459017,4.280701754385965
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,4.5,0.7062937062937062,0.4347826086956521,0.9447305555555556,0.74,1.98019801980198
0aff6f7083979073168bbdd6c227015eb09eced9,3.5,0.3006993006993007,0.217391304347826,0.2628769841269841,0.8492063492063492,2.9302325581395348
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,7,0.5734265734265734,0.4347826086956521,0.9552083333333334,0.7638888888888888,1.7560975609756098
0b18b1d653e0d031e1aee9129432b668c4264d3f,8,0.6923076923076923,0.217391304347826,0.8085295616717635,0.7675840978593272,3.303030303030303
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,1,0.0349650349650349,0.0434782608695652,1.3452777777777778,0.0,1.0
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,9.5,0.0139860139860139,0.0434782608695652,0.014537037037037,0.6666666666666666,1.5
0ba5c041f797e8baecc5f32034046994b801cbcf,6,0.0349650349650349,0.0434782608695652,0.0170555555555555,0.8,5.0
0bd2037bf68a97753e5e67ab55dac026a649f279,4.5,0.3776223776223776,0.217391304347826,1.046253787878788,0.740909090909091,4.074074074074074
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,7,0.4265734265734265,0.391304347826087,0.0983899504600141,0.8535031847133758,2.5737704918032787
0bf71ee0dbde0fb1033887111d3094c61e66f44b,10,0.4125874125874126,0.3478260869565217,0.6822471264367815,0.8551724137931035,2.457627118644068
0c67423aa82630d4406e9477bb7462db4df09c4d,10,0.4755244755244755,0.391304347826087,0.912931536319919,0.8633257403189066,6.455882352941177
0c9cad573ea42e5a8d9058b834cbc9255128d54b,9.5,0.1818181818181818,0.2608695652173913,0.4058159722222222,0.9583333333333334,1.8461538461538465
0cab57d7705bafe60116d29a1019a774cd661f02,9.5,0.6993006993006993,0.4347826086956521,0.7702240566037736,0.8066037735849056,2.12
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,6.5,0.5454545454545454,0.391304347826087,0.6587473460721869,0.9490445859872612,2.0128205128205128
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,4.5,0.1188811188811188,0.1739130434782608,0.0549965277777777,0.6125,4.705882352941177
0dd138a9a2b0349ede3fee340cb02e40197aea3d,8,0.6083916083916084,0.6086956521739131,0.8535492530345471,0.8361344537815126,2.735632183908046
0de8af23bfda13f21ed67e41a5aace53ff8aef99,8,0.7622377622377622,0.4782608695652174,0.3590511775362319,0.7418478260869565,3.376146788990826
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,1,0.1608391608391608,0.217391304347826,0.1681410256410256,0.4786324786324786,5.086956521739131
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,6,0.1468531468531468,0.1304347826086956,0.4596705426356589,0.7558139534883721,4.095238095238095
