username,diemqt,total_submissions,total_problems,total_assignments,final_ratio,avg_duration,max_duration,avg_submit_hour,early_bird_ratio,night_owl_ratio,avg_score,std_score,best_score,score_status_ratio,problem_revisit_ratio,avg_wrong,avg_verdicts,avg_time_per_case,avg_mem_per_case,avg_verdict_entropy,avg_attempts_per_problem,avg_score_improvement_to_final,avg_score_volatility_per_problem,avg_gap_before_final_submission,suspiciously_perfect_problems_ratio,submit_time_entropy,avg_score_progression,avg_problem_duration,verdict_diversity,active_days,activity_days_span,avg_score_trend,final_score_ratio,avg_attempts_before_final,late_night_submit_ratio,assignment_completion_ratio,avg_efficiency_per_problem,weekend_submit_ratio,max_streak_days,compilation_recovery_ratio,avg_learning_velocity,problem_switches,avg_submissions_per_problem_per_day
00b6dd4fc7eb817e03708c532016ef30ce564a61,7.5,0.1395793499043977,0.3169014084507042,0.2727272727272727,0.3129251700680272,0.6264578261137942,0.0725422454733802,0.2000800320128051,0.891156462585034,0.0166879251700678,0.5504149659863946,0.6422560071552873,1.0,0.8095238095238095,0.1155606407322654,0.1002267573696145,0.1036336289109597,0.0104144082860797,0.0034576115850792,0.0181968945312078,0.1155606407322654,0.4521244444444445,0.5789274919232557,0.0046711828845023,0.3695652173913043,0.6974761428230116,0.5528897372742201,0.0059439818909581,0.1026615969581749,0.1911764705882352,0.903846153846154,0.4677625570776256,1.0,0.1111111111111111,0.0204081632653059,1.0,0.5326095211678734,0.0884353741496598,0.1176470588235294,0.25,0.5859313252524364,0.2375478927203065,0.0906432748538011
00bef8afee8f3c595d535c9c03c490cac1a4f021,7.0,0.2466539196940726,0.5422535211267606,0.3636363636363636,0.3011583011583011,0.5042539831422966,0.0416842737722393,0.5602997955939133,0.525096525096525,0.0,0.5488552123552124,0.6114721304852581,1.0,0.806949806949807,0.1221322537112011,0.0639639639639639,0.0995575980756775,0.0101658419250901,0.0113812246155719,0.0218429575009129,0.1221322537112011,0.426274358974359,0.5146778916095599,0.0001358726192156,0.3333333333333333,0.811925063935594,0.5455361247505538,0.1777889473186171,0.182509505703422,0.2794117647058823,0.9972527472527472,0.4654608785529716,0.9647423076923076,0.122132253711201,0.0,1.0,0.5232497790030286,0.0347490347490347,0.1176470588235294,0.2040816326530612,0.5449156558896412,0.3716475095785441,0.1040532365396249
01122b3ef7e59b84189e65985305f575d6bdf83c,9.0,0.1854684512428298,0.4577464788732394,0.2727272727272727,0.3435897435897436,0.5700147172015697,0.0722481797903293,0.5861236802413273,0.5076923076923077,0.0125801282051281,0.5973753846153846,0.5897180902756961,1.0,0.8974358974358975,0.1028708133971292,0.1538461538461538,0.1544237228884531,0.0190964705338143,0.0131670404015735,0.0592740943901252,0.1028708133971292,0.2047646153846153,0.497934716317127,0.009571452373049,0.5454545454545454,0.8761452240560338,0.558758124111183,0.0752429485241807,0.0798479087452471,0.3529411764705882,0.870879120879121,0.4694158075601374,0.9391253731343284,0.1028340080971659,0.0153846153846152,1.0,0.7243435576768908,0.2307692307692307,0.4117647058823529,0.2,0.5269423329888632,0.2873563218390804,0.0789473684210526
013de369c439ab0ead8aa7da64423aa395a8be39,10.0,0.1013384321223709,0.3591549295774648,0.3181818181818182,0.616822429906542,0.6223757205399716,0.0009408249058546,0.4469488730071468,0.822429906542056,0.0,0.6474448598130841,0.6236209356724024,1.0,0.8785046728971962,0.0556680161943319,0.0563862928348909,0.1257555024957204,0.0343476193811194,0.0138990339514193,0.0505875680334478,0.0556680161943319,0.1610288461538461,0.3366040775082766,0.0835502344141851,0.4807692307692308,0.6683146350684342,0.4680244076797386,0.0454598240959626,0.0608365019011406,0.1029411764705882,0.8598901098901099,0.4702606289308176,0.9176151515151516,0.041497975708502,0.0,1.0,0.692532613585245,0.0,0.0588235294117647,0.3846153846153846,0.5201271648336302,0.3026819923371647,0.0326953748006379
014c59c6433fd764a0b08de6ffeb757eaf60aa73,9.0,0.1892925430210325,0.6267605633802817,0.3636363636363636,0.4522613065326633,0.4938427433644394,0.3782421833384395,0.6464676322790424,0.3919597989949748,0.0,0.5240025125628142,0.6635080717673613,1.0,0.7738693467336684,0.0637426900584795,0.0884422110552763,0.0877237402185795,0.0,0.0023024441876962,0.0,0.0637426900584795,0.3077677777777778,0.6507191240397694,0.0324030341838052,0.5,0.7863971714512179,0.608619708994709,0.169345862274649,0.155893536121673,0.3088235294117647,1.0,0.463973063973064,0.8844444444444445,0.0637426900584795,0.0,1.0,0.7179376503937906,0.2311557788944723,0.1176470588235294,0.2727272727272727,0.5694735809385014,0.4061302681992337,0.0490546755237608
0155f91fe242fe55e1af631b0f0afbe9938b185c,9.0,0.1701720841300191,0.3169014084507042,0.3181818181818182,0.3351955307262569,0.6272241829642748,0.22640397504809,0.5540584949063423,0.547486033519553,0.0,0.4673357541899441,0.6537430743928018,1.0,0.770949720670391,0.1521739130434782,0.0996275605214152,0.1016647183688607,0.0072867582415025,0.0031376974134725,0.019505898925187,0.1521739130434782,0.4994434782608696,0.5694687357060272,0.023407298659638,0.2608695652173913,0.7222715301870833,0.5560222533457828,0.0531189976729792,0.11787072243346,0.1323529411764706,0.8956043956043956,0.4693632958801498,0.9533333333333334,0.1361556064073226,0.0,1.0,0.4687739572313538,0.3016759776536313,0.0588235294117647,0.2439024390243902,0.5614222801107593,0.264367816091954,0.1043859649122807
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,8.0,0.3470363288718929,0.5422535211267606,0.4090909090909091,0.2115384615384615,0.555312484327983,0.3807322129633735,0.5303813833225598,0.5137362637362637,0.0,0.4876054945054945,0.5558852816279983,1.0,0.8406593406593407,0.1929824561403509,0.1165750915750915,0.1385840004690034,0.0183308835607514,0.0149973098519513,0.0339923121454911,0.1929824561403509,0.4176025974025975,0.4917796850310142,0.0057789134433419,0.3076923076923077,0.8971036542273412,0.5094434200153231,0.0978694733832922,0.1977186311787072,0.4117647058823529,0.9862637362637364,0.4681359044995408,0.925864935064935,0.1934381408065618,0.0,1.0,0.472818930465866,0.0879120879120879,0.2941176470588235,0.1896551724137931,0.5383778087327551,0.4406130268199233,0.1298245614035087
017ec1bbad0d598e5a86ac3bd595b870b6456e61,8.0,0.2074569789674952,0.6338028169014085,0.4545454545454545,0.4174311926605504,0.6228721501176451,0.0249680557586649,0.5134916351861846,0.5779816513761468,0.0,0.6333536697247707,0.5806592274752939,1.0,0.8807339449541285,0.0734528629265471,0.0775229357798165,0.0796702250887792,0.0056483620573942,0.0048861249424659,0.0214109745738888,0.0734528629265471,0.2557153846153846,0.5187618640666586,0.0002511562634634,0.5714285714285714,0.8145235977718525,0.5822803009361639,0.0005768780181696,0.0988593155893536,0.2352941176470588,0.9972527472527472,0.4666666666666667,0.968287912087912,0.0734528629265471,0.0,1.0,0.7061783245993771,0.3027522935779816,0.0588235294117647,0.2692307692307692,0.5346995547020135,0.3793103448275862,0.0720823798627002
01ad03ec301749c033155fc17e657cc767d447c8,7.0,0.2581261950286806,0.5,0.4999999999999999,0.2730627306273063,0.6397369941515985,0.444933686335673,0.5309311916648578,0.4870848708487085,0.0,0.5182265682656827,0.6086072837571739,1.0,0.8044280442804428,0.1454678362573099,0.0971709717097171,0.1059764598831524,0.0145319155106621,0.0056186923734968,0.0531436709336915,0.1454678362573099,0.4050625,0.5522555168917528,0.0044338910354598,0.3611111111111111,0.902395796665806,0.5299376678078639,0.1094130286402416,0.1596958174904943,0.338235294117647,0.9615384615384616,0.4666666666666667,0.9434405405405404,0.1440058479532163,0.0,1.0,0.5228306050674472,0.2140221402214022,0.1764705882352941,0.2641509433962264,0.5476713020772581,0.4329501915708812,0.088587806149036
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,9.0,0.1663479923518164,0.4295774647887324,0.2727272727272727,0.4285714285714285,0.6233285427520239,0.0235687954225275,0.2598319327731092,0.84,0.0,0.6714891428571429,0.5828513022782809,1.0,0.8514285714285714,0.0959252971137521,0.0645714285714285,0.0753662460834956,0.0092710043217952,0.0022132411391009,0.0391099224705003,0.0959252971137521,0.3265822580645161,0.5017334484056876,0.043566857923203,0.3548387096774194,0.7688800066277355,0.5342107710651829,0.0398839656804386,0.091254752851711,0.3235294117647059,0.989010989010989,0.4697318007662835,0.9533333333333334,0.0848896434634974,0.0,1.0,0.5936146008302206,0.1371428571428571,0.1176470588235294,0.5,0.5598859169411687,0.3218390804597701,0.0596919127086007
