username,total_submissions,total_problems,total_assignments,final_ratio,avg_duration,max_duration,avg_submit_hour,early_bird_ratio,night_owl_ratio,avg_score,std_score,best_score,score_status_ratio,problem_revisit_ratio,avg_wrong,avg_verdicts,avg_time_per_case,avg_mem_per_case,avg_verdict_entropy,avg_attempts_per_problem,avg_score_improvement_to_final,avg_score_volatility_per_problem,avg_gap_before_final_submission,suspiciously_perfect_problems_ratio,submit_time_entropy,avg_score_progression,avg_problem_duration,verdict_diversity,active_days,activity_days_span,avg_score_trend,final_score_ratio,avg_attempts_before_final,late_night_submit_ratio,assignment_completion_ratio,avg_efficiency_per_problem,weekend_submit_ratio,max_streak_days,compilation_recovery_ratio,problem_switches,avg_submissions_per_problem_per_day
00b6dd4fc7eb817e03708c532016ef30ce564a61,147,46,7,0.3129251700680272,8195.42857142857,548139.0,4.401360544217687,0.891156462585034,0.006802721088435374,5504.149659863946,4541.435779172994,10000,0.8095238095238095,3.1956521739130435,3.006802721088435,3.496598639455782,0.009621311039678388,46.41275821683985,0.014875177826949448,3.1956521739130435,4521.2444444444445,4093.6355535425428,21596.73076923077,0.3695652173913043,2.097218288212562,3090.114121510673,28882.195652173912,27,14,330,20.54794520547945,1.0,2.111111111111111,0.006802721088435374,1.0,0.5559790451094798,0.08843537414965986,3,0.25,63,2.7222222222222223
00bef8afee8f3c595d535c9c03c490cac1a4f021,259,78,9,0.30115830115830117,-231637.3667953668,314972.0,10.525096525096526,0.525096525096525,0.0,5488.552123552124,4323.760899727114,10000,0.806949806949807,3.3205128205128207,1.9189189189189189,3.359073359073359,0.009391673963102535,152.77425277425277,0.017855677326443914,3.3205128205128207,4262.74358974359,3639.322272839147,637.4166666666666,0.3333333333333333,2.4413510200534163,2976.467382508559,863888.0897435897,48,20,364,-22.608527131782946,0.9647423076923076,2.3205128205128207,0.0,1.0,0.5470872900528772,0.03474903474903475,3,0.20408163265306123,98,2.9770114942528734
01122b3ef7e59b84189e65985305f575d6bdf83c,195,66,7,0.3435897435897436,-102577.75384615385,545917.0,10.964102564102564,0.5076923076923077,0.005128205128205128,5973.753846153846,4169.936606223253,10000,0.8974358974358975,2.9545454545454546,4.615384615384615,5.21025641025641,0.017642200854700855,176.74589743589743,0.048454020166592345,2.9545454545454546,2047.6461538461538,3520.930144960403,44242.653846153844,0.5454545454545454,2.6344525270546413,3180.807372627373,365610.3939393939,21,25,318,51.54639175257732,0.9391253731343284,1.9538461538461538,0.005128205128205128,1.0,0.7381263797930464,0.23076923076923078,8,0.2,76,2.5
0134f9f410c65ad0e8c2254a7e9288670e02a183,100,47,4,0.47,1514.09,144281.0,8.61,0.68,0.0,5952.76,4640.302069408148,10000,0.76,2.127659574468085,1.64,1.98,0.005910000000000001,23.808000000000003,0.0,2.127659574468085,2757.7021276595747,4027.3383886446927,6051.722222222223,0.574468085106383,2.327722873586339,3838.6333333333337,3263.8297872340427,24,13,39,101.01010101010101,1.0,1.127659574468085,0.0,1.0,0.7294756071351817,0.21,5,0.4166666666666667,48,2.0408163265306123
013de369c439ab0ead8aa7da64423aa395a8be39,107,52,8,0.616822429906542,184.0373831775701,7109.0,8.598130841121495,0.822429906542056,0.0,6474.448598130841,4409.665925038555,10000,0.8785046728971962,2.0576923076923075,1.691588785046729,4.242990654205608,0.031731916059018865,186.57170892724264,0.04135315886124941,2.0576923076923075,1610.2884615384614,2380.1502578114464,386125.44444444444,0.4807692307692308,2.0095335007053983,1778.5590277777776,220892.25,16,8,314,67.38679245283019,0.9176151515151516,0.7884615384615384,0.0,1.0,0.7079059829059828,0.0,2,0.38461538461538464,80,1.621212121212121
014c59c6433fd764a0b08de6ffeb757eaf60aa73,199,90,9,0.45226130653266333,-252070.08542713567,2858049.0,11.989949748743719,0.39195979899497485,0.0,5240.025125628141,4691.710569187116,10000,0.7738693467336684,2.2111111111111112,2.6532663316582914,2.959798994974874,0.0,30.906532663316582,0.0,2.2111111111111112,3077.677777777778,4601.279052562911,149755.67647058822,0.5,2.3645920319092966,3951.395502645503,822862.588888889,41,22,365,-50.505050505050505,0.8844444444444445,1.211111111111111,0.0,1.0,0.7320407678741012,0.23115577889447236,3,0.2727272727272727,107,1.9320388349514563
0155f91fe242fe55e1af631b0f0afbe9938b185c,179,46,8,0.33519553072625696,9699.45251396648,1710739.0,10.418994413407821,0.547486033519553,0.0,4673.3575418994415,4622.661610568917,10000,0.770949720670391,3.891304347826087,2.988826815642458,3.430167597765363,0.006731843575418995,42.118435754189946,0.01594523256092097,3.891304347826087,4994.434782608696,4026.752046914616,108183.11904761905,0.2608695652173913,2.171774730577418,3138.5257335257334,258108.6739130435,31,10,327,50.561797752808985,0.9533333333333334,2.5869565217391304,0.0,1.0,0.49533525936978623,0.3016759776536313,2,0.24390243902439024,70,2.9833333333333334
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,364,78,10,0.21153846153846154,-131431.8186813187,2876864.0,10.016483516483516,0.5137362637362637,0.0,4876.054945054945,3930.7025220095134,10000,0.8406593406593407,4.666666666666667,3.4972527472527473,4.675824175824176,0.01693491627420199,201.31425954997383,0.02778725166792463,4.666666666666667,4176.025974025974,3477.4075013521465,26715.955555555556,0.3076923076923077,2.6974717478549226,2418.6710366004463,475554.1538461539,52,29,360,27.548209366391184,0.925864935064935,3.675324675324675,0.0,1.0,0.4991779839425728,0.08791208791208792,6,0.1896551724137931,116,3.466666666666667
017ec1bbad0d598e5a86ac3bd595b870b6456e61,218,91,11,0.41743119266055045,1158.3119266055046,188662.0,9.729357798165138,0.5779816513761468,0.0,6333.536697247707,4105.880773063223,10000,0.8807339449541285,2.3956043956043955,2.3256880733944953,2.688073394495413,0.005218217562254259,65.58820445609436,0.017502549882271,2.3956043956043955,2557.153846153846,3668.2003190250825,1170.1842105263158,0.5714285714285714,2.4491644667784653,3544.3319235588974,2803.087912087912,26,17,364,0.0,0.9682879120879121,1.3956043956043955,0.0,1.0,0.7208694083694084,0.30275229357798167,2,0.2692307692307692,100,2.369565217391304
01ad03ec301749c033155fc17e657cc767d447c8,271,72,12,0.2730627306273063,34256.638376383766,3361979.0,10.025830258302584,0.4870848708487085,0.0,5182.265682656826,4303.50337424223,10000,0.8044280442804428,3.763888888888889,2.915129151291513,3.5756457564575648,0.013425254252542526,75.42171936005074,0.043442662931292765,3.763888888888889,4050.625,3905.036209418403,20500.119047619046,0.3611111111111111,2.713384518520959,2735.400320666987,531645.0416666666,42,24,351,0.0,0.9434405405405405,2.736111111111111,0.0,1.0,0.5466890748140748,0.2140221402214022,4,0.2641509433962264,114,2.6831683168316833
