username,total_submissions,total_problems,total_assignments,final_ratio,avg_duration,max_duration,avg_submit_hour,early_bird_ratio,night_owl_ratio,avg_score,std_score,best_score,score_status_ratio,problem_revisit_ratio,avg_wrong,avg_verdicts,avg_time_per_case,avg_mem_per_case,avg_verdict_entropy,avg_attempts_per_problem,avg_score_improvement_to_final,avg_score_volatility_per_problem,avg_gap_before_final_submission,suspiciously_perfect_problems_ratio,submit_time_entropy,avg_score_progression,avg_problem_duration,verdict_diversity,active_days,activity_days_span,avg_score_trend,final_score_ratio,avg_attempts_before_final,late_night_submit_ratio,assignment_completion_ratio,avg_efficiency_per_problem,weekend_submit_ratio,max_streak_days,compilation_recovery_ratio,problem_switches,avg_submissions_per_problem_per_day
00b6dd4fc7eb817e03708c532016ef30ce564a61,0.13957934990439771,0.31690140845070425,0.2727272727272727,0.3129251700680272,0.6264578261137942,0.07254224547338024,0.2000800320128051,0.891156462585034,0.016687925170067845,0.5504149659863946,0.6422560071552873,1.0,0.8095238095238095,0.11556064073226543,0.1002267573696145,0.10363362891095976,0.010414408286079757,0.003457611585079287,0.018196894531207812,0.11556064073226543,0.4521244444444445,0.5789274919232557,0.00467118288450233,0.3695652173913043,0.6974761428230116,0.5528897372742201,0.005943981890958166,0.10266159695817491,0.19117647058823528,0.903846153846154,0.4677625570776256,1.0,0.1111111111111111,0.020408163265305902,0.9999999999999999,0.5326095211678734,0.0884353741496598,0.1176470588235294,0.25,0.2375478927203065,0.09064327485380116
00bef8afee8f3c595d535c9c03c490cac1a4f021,0.24665391969407266,0.5422535211267606,0.36363636363636365,0.3011583011583011,0.5042539831422966,0.041684273772239384,0.5602997955939133,0.525096525096525,0.0,0.5488552123552124,0.6114721304852581,1.0,0.806949806949807,0.1221322537112011,0.06396396396396396,0.0995575980756775,0.010165841925090133,0.011381224615571967,0.021842957500912946,0.1221322537112011,0.426274358974359,0.5146778916095599,0.00013587261921560516,0.3333333333333333,0.811925063935594,0.5455361247505538,0.17778894731861714,0.18250950570342206,0.27941176470588236,0.9972527472527473,0.4654608785529716,0.9647423076923076,0.12213225371120108,0.0,0.9999999999999999,0.5232497790030286,0.0347490347490347,0.1176470588235294,0.2040816326530612,0.3716475095785441,0.10405323653962492
01122b3ef7e59b84189e65985305f575d6bdf83c,0.18546845124282982,0.45774647887323944,0.2727272727272727,0.3435897435897436,0.5700147172015697,0.07224817979032933,0.5861236802413273,0.5076923076923077,0.012580128205128134,0.5973753846153846,0.5897180902756961,1.0,0.8974358974358975,0.1028708133971292,0.15384615384615383,0.15442372288845319,0.019096470533814355,0.013167040401573536,0.059274094390125216,0.1028708133971292,0.20476461538461535,0.497934716317127,0.009571452373049091,0.5454545454545454,0.8761452240560338,0.558758124111183,0.07524294852418074,0.07984790874524715,0.3529411764705882,0.870879120879121,0.46941580756013745,0.9391253731343284,0.10283400809716597,0.015384615384615299,0.9999999999999999,0.7243435576768908,0.2307692307692307,0.4117647058823529,0.2,0.28735632183908044,0.07894736842105263
0134f9f410c65ad0e8c2254a7e9288670e02a183,0.09464627151051624,0.323943661971831,0.13636363636363635,0.47,0.6230534324470584,0.019094550322353958,0.4476470588235294,0.68,0.0,0.595276,0.6562378120064942,1.0,0.76,0.059350503919372896,0.05466666666666666,0.05868405453467694,0.0063971690258118235,0.0017736247484576365,0.0,0.059350503919372896,0.2757702127659575,0.5695516569487131,0.0013074546397601613,0.574468085106383,0.7741355206346285,0.6013233333333333,0.00067169911124914,0.09125475285171103,0.1764705882352941,0.1043956043956044,0.47205387205387206,1.0,0.059350503919372896,0.0,0.9999999999999999,0.715237481194928,0.21,0.23529411764705882,0.4166666666666667,0.18007662835249041,0.05477980665950591
013de369c439ab0ead8aa7da64423aa395a8be39,0.10133843212237093,0.3591549295774648,0.3181818181818182,0.616822429906542,0.6223757205399716,0.0009408249058546467,0.4469488730071468,0.822429906542056,0.0,0.6474448598130841,0.6236209356724024,1.0,0.8785046728971962,0.05566801619433197,0.056386292834890966,0.12575550249572043,0.03434761938111944,0.013899033951419356,0.050587568033447806,0.05566801619433197,0.16102884615384616,0.33660407750827664,0.08355023441418517,0.4807692307692308,0.6683146350684342,0.4680244076797386,0.04545982409596267,0.060836501901140684,0.10294117647058823,0.8598901098901099,0.4702606289308176,0.9176151515151516,0.04149797570850202,0.0,0.9999999999999999,0.692532613585245,0.0,0.058823529411764705,0.3846153846153846,0.30268199233716475,0.03269537480063796
014c59c6433fd764a0b08de6ffeb757eaf60aa73,0.18929254302103252,0.6267605633802817,0.36363636363636365,0.4522613065326633,0.49384274336443945,0.37824218333843956,0.6464676322790424,0.3919597989949748,0.0,0.5240025125628142,0.6635080717673613,1.0,0.7738693467336684,0.06374269005847953,0.08844221105527637,0.08772374021857955,0.0,0.0023024441876962616,0.0,0.06374269005847953,0.3077677777777778,0.6507191240397694,0.03240303418380526,0.5,0.7863971714512179,0.608619708994709,0.169345862274649,0.155893536121673,0.3088235294117647,1.0,0.463973063973064,0.8844444444444445,0.06374269005847952,0.0,0.9999999999999999,0.7179376503937906,0.2311557788944723,0.1176470588235294,0.2727272727272727,0.4061302681992337,0.04905467552376086
0155f91fe242fe55e1af631b0f0afbe9938b185c,0.17017208413001914,0.31690140845070425,0.3181818181818182,0.3351955307262569,0.6272241829642748,0.22640397504809007,0.5540584949063423,0.547486033519553,0.0,0.46733575418994416,0.6537430743928018,1.0,0.770949720670391,0.15217391304347824,0.09962756052141526,0.10166471836886078,0.007286758241502557,0.003137697413472541,0.019505898925187032,0.15217391304347824,0.4994434782608696,0.5694687357060272,0.02340729865963808,0.2608695652173913,0.7222715301870833,0.5560222533457828,0.05311899767297923,0.11787072243346007,0.1323529411764706,0.8956043956043956,0.4693632958801498,0.9533333333333334,0.13615560640732263,0.0,0.9999999999999999,0.4687739572313538,0.3016759776536313,0.058823529411764705,0.2439024390243902,0.26436781609195403,0.1043859649122807
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,0.3470363288718929,0.5422535211267606,0.4090909090909091,0.2115384615384615,0.555312484327983,0.3807322129633735,0.5303813833225598,0.5137362637362637,0.0,0.48760549450549456,0.5558852816279983,1.0,0.8406593406593407,0.1929824561403509,0.11657509157509159,0.13858400046900343,0.01833088356075143,0.014997309851951345,0.033992312145491116,0.1929824561403509,0.4176025974025975,0.49177968503101427,0.005778913443341979,0.3076923076923077,0.8971036542273412,0.5094434200153231,0.0978694733832922,0.19771863117870722,0.4117647058823529,0.9862637362637363,0.46813590449954084,0.925864935064935,0.19343814080656183,0.0,0.9999999999999999,0.47281893046586604,0.0879120879120879,0.2941176470588235,0.1896551724137931,0.44061302681992337,0.12982456140350876
017ec1bbad0d598e5a86ac3bd595b870b6456e61,0.2074569789674952,0.6338028169014085,0.45454545454545453,0.4174311926605504,0.6228721501176451,0.02496805575866498,0.5134916351861846,0.5779816513761468,0.0,0.6333536697247707,0.5806592274752939,1.0,0.8807339449541285,0.07345286292654712,0.07752293577981653,0.07967022508877927,0.005648362057394221,0.0048861249424659095,0.021410974573888866,0.07345286292654712,0.2557153846153846,0.5187618640666586,0.00025115626346342257,0.5714285714285714,0.8145235977718525,0.5822803009361639,0.000576878018169654,0.09885931558935361,0.23529411764705882,0.9972527472527473,0.4666666666666667,0.968287912087912,0.07345286292654712,0.0,0.9999999999999999,0.7061783245993771,0.3027522935779816,0.058823529411764705,0.2692307692307692,0.3793103448275862,0.07208237986270022
01ad03ec301749c033155fc17e657cc767d447c8,0.25812619502868067,0.5,0.49999999999999994,0.2730627306273063,0.6397369941515985,0.444933686335673,0.5309311916648578,0.4870848708487085,0.0,0.5182265682656827,0.6086072837571739,1.0,0.8044280442804428,0.14546783625730994,0.0971709717097171,0.10597645988315248,0.014531915510662156,0.005618692373496826,0.05314367093369159,0.14546783625730994,0.4050625,0.5522555168917528,0.004433891035459859,0.3611111111111111,0.902395796665806,0.5299376678078639,0.10941302864024162,0.1596958174904943,0.338235294117647,0.9615384615384617,0.4666666666666667,0.9434405405405404,0.14400584795321636,0.0,0.9999999999999999,0.5228306050674472,0.2140221402214022,0.1764705882352941,0.2641509433962264,0.4329501915708812,0.088587806149036
