username,total_problems,total_assignments,avg_duration,avg_score_status,avg_submissions
00b6dd4fc7eb817e03708c532016ef30ce564a61,0.32167832167832167,0.30434782608695654,0.31732426303854877,0.8095238095238095,3.1956521739130435
00bef8afee8f3c595d535c9c03c490cac1a4f021,0.5454545454545454,0.391304347826087,0.8918082368082367,0.806949806949807,3.3205128205128207
01122b3ef7e59b84189e65985305f575d6bdf83c,0.46153846153846156,0.30434782608695654,0.6754102564102564,0.8974358974358975,2.9545454545454546
0134f9f410c65ad0e8c2254a7e9288670e02a183,0.32867132867132864,0.17391304347826086,0.18058055555555555,0.76,2.127659574468085
013de369c439ab0ead8aa7da64423aa395a8be39,0.36363636363636365,0.34782608695652173,0.0511214953271028,0.8785046728971962,2.0576923076923075
014c59c6433fd764a0b08de6ffeb757eaf60aa73,0.6293706293706294,0.391304347826087,0.8951046901172529,0.7738693467336684,2.2111111111111112
0155f91fe242fe55e1af631b0f0afbe9938b185c,0.32167832167832167,0.34782608695652173,0.14680633147113595,0.770949720670391,3.891304347826087
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,0.5454545454545454,0.43478260869565216,0.7439087301587302,0.8406593406593407,4.666666666666667
017ec1bbad0d598e5a86ac3bd595b870b6456e61,0.6363636363636364,0.4782608695652174,0.10156982670744139,0.8807339449541285,2.3956043956043955
01ad03ec301749c033155fc17e657cc767d447c8,0.5034965034965035,0.5217391304347826,1.5452531775317753,0.8044280442804428,3.763888888888889
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,0.43356643356643354,0.30434782608695654,0.29627301587301585,0.8514285714285714,2.8225806451612905
020f253c343856ea875e959023e79fb1d4d9c0a3,0.013986013986013986,0.043478260869565216,0.03564814814814815,1.0,1.5
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,0.34965034965034963,0.34782608695652173,0.17510787486515642,0.8883495145631068,4.12
024af5e4f76c23e7f08616c60e595453e538a1ba,0.6293706293706294,0.34782608695652173,0.24325747863247862,0.8,2.888888888888889
0297fd76b36e100882756e636bb03031255f57da,0.3356643356643357,0.2608695652173913,0.42207924836601307,0.9154411764705882,5.666666666666667
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,0.4965034965034965,0.21739130434782608,0.47690521029504085,0.9322033898305084,2.492957746478873
02f8a629f1a01a476de3944da2860d1c107f1b28,0.7272727272727273,0.6956521739130435,0.6366009557945042,0.7978494623655914,4.471153846153846
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,0.4125874125874126,0.21739130434782608,0.2868735632183908,0.9241379310344827,2.457627118644068
0306a80129ed6d5afadece8164929697bbbdea69,0.11888111888111888,0.30434782608695654,0.26550073099415206,0.881578947368421,4.470588235294118
0341249377940c004d0823408ace7cddbddbc923,0.4965034965034965,0.4782608695652174,0.4172439531368103,0.8809523809523809,4.140845070422535
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,0.34965034965034963,0.17391304347826086,0.4575443672839506,0.7152777777777778,2.88
0367f82909c46a900501cc32d02b913923f75314,0.02097902097902098,0.043478260869565216,0.09557870370370371,1.0,4.0
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,0.3706293706293706,0.21739130434782608,0.7027107843137255,0.7823529411764706,3.207547169811321
